rank	frequency	lemma	printed	part_of_speech	cell	gloss	semantic_candidate_id	attestation_candidate_id	passage	context	decision	review_reason
51	125	имꙋтъ	и҆́мꙋтъ	unknown	untyped	имеют	synodal:candidate:2a15f3e5386abdd8a27e4f9f	synodal:candidate:8d1c65485feb897534081956	Acts.19.38	а҆́ще ᲂу҆́бѡ дими́трїй и҆ и҆̀же съ ни́мъ хꙋдѡ́жницы и҆́мꙋтъ къ комꙋ̀ сло́во, сꙋды̀ сꙋ́ть и҆ а҆нѳѷпа́ти сꙋ́ть: да пое́млютъ дрꙋ́гъ на дрꙋ́га:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
52	119	брани	бра́ни	unknown	untyped	враги	synodal:candidate:3838cb94c937f33e7efecfda	synodal:candidate:18c46c0a1bd908ac56ec7983	Deut.29.8	и҆ порази́хомъ и҆̀хъ на бра́ни, и҆ прїѧ́хомъ зе́млю и҆́хъ: и҆ да́хъ ю҆̀ во жре́бїй рꙋви́мꙋ и҆ га́дꙋ и҆ полꙋпле́мени манассі́инꙋ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
53	116	сый	сы́й	unknown	untyped	Сущий (одно из имён Бога)	synodal:candidate:e8cdf561e4ce7e3e4c4b265f	synodal:candidate:fd085ab5e4f2ae8a21269e8a	Acts.2.30	прⷪ҇ро́къ ᲂу҆̀бо сы́й и҆ вѣ́дый, ꙗ҆́кѡ клѧ́твою клѧ́тсѧ є҆мꙋ̀ бг҃ъ ѿ плода̀ чре́слъ є҆гѡ̀ по пл҃ти воздви́гнꙋти хрⷭ҇та̀ и҆ посади́ти є҆го̀ на престо́лѣ є҆гѡ̀,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
54	113	дщи	дщѝ	unknown	untyped	дочь в звательном падеже	synodal:candidate:183b9e8400161be7ff60c410	synodal:candidate:1360ee61dab7cc1964bbf111	Dan.11.6	И҆ по лѣ́тѣхъ є҆гѡ̀ смѣсѧ́тсѧ, и҆ дщѝ царѧ̀ ю҆́жска вни́детъ къ сѣ́верскꙋ царю̀, є҆́же сотвори́ти завѣ́тъ съ ни́мъ, и҆ не ᲂу҆держи́тъ крѣ́пости мы́шцы, и҆ не ста́нетъ пле́мѧ є҆ѧ̀, и҆ преда́стсѧ та̀ и҆ приве́дшїи ю҆̀, и҆ дѣ́ва и҆ ᲂу҆крѣплѧ́ѧй ю҆̀ во временѣ́хъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
55	111	древо	дре́во	unknown	untyped	древо, 2. деревянный, сделанный из дерева, например, корабль, 3. крест	synodal:candidate:77a865a05c629c8a6c4d7cf2	synodal:candidate:cb6cdbc7153433aa05412553	Apoc.22.2	Посредѣ̀ сто́гны є҆гѡ̀ и҆ по ѻ҆бапо́лы рѣкѝ дре́во живо́тное, є҆́же твори́тъ плодѡ́въ двана́десѧте, на кі́йждо мцⷭ҇ъ воздаѧ̀ пло́дъ сво́й: и҆ ли́ствїе дре́ва во и҆сцѣле́нїе ꙗ҆зы́кѡмъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
56	108	кнѧзь	кнѧ́зь	unknown	untyped	Начальник, властелин	synodal:candidate:1e06360ad7c03d07849e02a8	synodal:candidate:619f0418f85d96a475641112	Dan.2.10	Ѿвѣща́ша же па́ки халде́є пред̾ царе́мъ и҆ рѣ́ша: нѣ́сть человѣ́ка на землѝ, и҆́же сло́во царе́во возмо́жетъ возвѣсти́ти, ꙗ҆́кѡ всѧ́къ ца́рь вели́кїй и҆ кнѧ́зь не вопроша́етъ сицева́гѡ словесѐ ѡ҆баѧ́телѧ, волхва̀ и҆ халде́а:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
57	107	добро	добро̀	unknown	untyped	хорошо	synodal:candidate:031a085f5591330d197eb802	synodal:candidate:d46f5a618de77aec4fa24562	Deut.12.25	да не снѣ́си ю҆̀, да бла́го тебѣ̀ бꙋ́детъ и҆ сынѡ́мъ твои̑мъ по тебѣ̀ во вѣ́ки, а҆́ще сотвори́ши сѐ, є҆́же добро̀ и҆ ᲂу҆го́дно є҆́сть пред̾ гдⷭ҇емъ бг҃омъ твои́мъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
58	102	та	та̀	pronoun	lexical-form	feminine nominative singular; masculine nominative/accusative dual; neuter nominative/accusative plural	synodal:candidate:1517b4e9e11d38ab1ef77a08	synodal:candidate:26b4c08177aaeeb30b384939	Acts.16.15	Ꙗ҆́коже крести́сѧ та̀ и҆ до́мъ є҆ѧ̀, молѧ́ше ны̀ глаго́лющи: а҆́ще ᲂу҆смотри́сте мѧ̀ вѣ́рнꙋ гдⷭ҇еви бы́ти, вше́дше въ до́мъ мо́й, пребꙋ́дите. И҆ принꙋ́ди на́съ.	blocked-ambiguous-homograph	surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
59	101	дѣлъ	дѣ́лъ	unknown	untyped	часть, доля, 2. холм, гора	synodal:candidate:4ba4746e2aa7bbf9f60bad80	synodal:candidate:2bf9e834fd428c1ffef795dc	Acts.9.36	Во і҆ѻппі́и же бѣ̀ нѣ́каѧ ᲂу҆чн҃ца, и҆́менемъ таві́ѳа, ꙗ҆́же сказа́ема глаго́летсѧ се́рна: сїѧ̀ бѧ́ше и҆спо́лнена бл҃ги́хъ дѣ́лъ и҆ ми́лостынь, ꙗ҆̀же творѧ́ше.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
60	101	ню	ню̀	unknown	untyped	её	synodal:candidate:f322d36aeb1f1a97f3395e4a	synodal:candidate:c48faa154d02f87be5e8cae8	Baruch.4.35	Ѻ҆́гнь и҆ на́йдетъ на ню̀ ѿ вѣ́чнагѡ во дни̑ мнѡ́ги, и҆ насели́тсѧ бѣ́сами на мно́жайшее вре́мѧ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
61	98	востокъ	восто́къ	unknown	untyped	восход, 2. исток	synodal:candidate:9938d768e52446b8a82d2a34	synodal:candidate:c49e44cb6ed65740238875fb	Dan.8.4	И҆ ви́дѣхъ ѻ҆вна̀ бодꙋ́ща на за́падъ и҆ на сѣ́веръ, и҆ на ю҆́гъ и҆ на восто́къ: и҆ всѝ ѕвѣ́рїе не ста́нꙋтъ пред̾ ни́мъ, и҆ не бѣ̀ и҆збавлѧ́юща и҆з̾ рꙋкѝ є҆гѡ̀, и҆ сотворѝ по во́ли свое́й, и҆ возвели́чисѧ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
62	97	солнце	со́лнце	unknown	untyped	солнце	synodal:candidate:21065151a4156f5a5c3118ac	synodal:candidate:179e6d3a34ee0f5a86b8759a	Acts.2.20	со́лнце преложи́тсѧ во тьмꙋ̀, и҆ лꙋна̀ въ кро́вь, пре́жде да́же не прїитѝ дню̀ гдⷭ҇ню вели́комꙋ и҆ просвѣще́нномꙋ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
63	96	жребїй	жре́бїй	unknown	untyped	участь, доля, часть, осколок, лик, собрание, удел, участок, жребий	synodal:candidate:ac38731003c698cdfe5b1aff	synodal:candidate:7cda8ff773453074da6e0a48	Acts.1.17	ꙗ҆́кѡ причте́нъ бѣ̀ съ на́ми и҆ прїѧ́лъ бѧ́ше жре́бїй слꙋ́жбы сеѧ̀:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
64	93	каменїе	ка́менїе	unknown	untyped	Каменья, камни; утес, скала; острый кремень который может служить вместо ножа; мед каменный, тоже, что мед дивий - мед, дикими пчелами наношеный в расселину каменную; твердый камень, скала	synodal:candidate:ddcb1a4fb740e1e47629e744	synodal:candidate:ba966766b0d3496fbd7e0ec4	Deut.8.9	въ зе́млю на не́йже не съ нището́ю снѣ́си хлѣ́бъ тво́й, и҆ ничесогѡ̀ востре́бꙋеши на не́й: въ зе́млю въ не́йже ка́менїе желѣ́зно, и҆ ѿ го́ръ є҆ѧ̀ и҆скопа́еши мѣ́дь:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
65	91	села	се́ла	unknown	untyped	пауза с переменой пения и музыки, 2. скальный город, по-другому называемый Петра	synodal:candidate:6aa211b99fe960fc9dfcb837	synodal:candidate:e9ba7e0468dc7aab20b07d80	Acts.28.7	Ѡ҆́крестъ же мѣ́ста ѻ҆́нагѡ бѧ́хꙋ се́ла пе́рвагѡ во ѻ҆́стровѣ, и҆́менемъ поплі́а, и҆́же прїи́мь на́съ, трѝ дни̑ любе́знѣ ᲂу҆чредѝ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
66	88	ими	и҆́ми	pronoun	lexical-form	them	synodal:candidate:b09f052011b5c37bd33ab092	synodal:candidate:3de67508968f57f38d883070	Acts.20.36	И҆ сїѧ̑ ре́къ, прекло́нь кѡлѣ́на своѧ̑, со всѣ́ми и҆́ми помоли́сѧ.	blocked-ambiguous-homograph	surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
67	87	благаѧ	блага̑ѧ	unknown	untyped	благосостояние, благоденствие	synodal:candidate:65195a8371953de04d74ab9f	synodal:candidate:65cc0198b6ac4b09f8459602	Amos.9.4	и҆ а҆́ще по́йдꙋтъ въ плѣ́нъ пред̾ лице́мъ вра̑гъ свои́хъ, и҆ та́мѡ повелю̀ ѻ҆рꙋ́жїю, и҆ и҆збїе́тъ и҆̀хъ: и҆ ᲂу҆твержꙋ̀ ѻ҆́чи моѝ на ни́хъ во ѕла̑ѧ, а҆ не во блага̑ѧ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
68	87	єлицы	є҆ли́цы	unknown	untyped	Которые; все, которые	synodal:candidate:5d0d9f4e0a5bb550cddda5c2	synodal:candidate:6dd405450e57f8fb6bb21a78	Acts.3.24	И҆ вси́ же прⷪ҇ро́цы ѿ самꙋи́ла и҆ и҆̀же по си́хъ, є҆ли́цы глаго́лаша, та́кожде предвозвѣсти́ша дни̑ сїѧ̑.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
69	87	ѻко	ѻ҆́ко	unknown	untyped	глаз	synodal:candidate:e3672eb2b47d0bf25e7cde38	synodal:candidate:f2087ae2cd226801aa53e34d	Deut.7.16	и҆ ꙗ҆́сти бꙋ́деши всѧ̑ кѡры́сти ꙗ҆зы́кѡвъ, ꙗ҆̀же гдⷭ҇ь бг҃ъ тво́й дае́тъ тебѣ̀: да не пощади́тъ и҆́хъ ѻ҆́ко твоѐ, и҆ да не послꙋ́жиши богѡ́мъ и҆́хъ, ꙗ҆́кѡ претыка́нїе тебѣ̀ є҆́сть сїѐ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
70	86	далече	дале́че	unknown	untyped	На великое разстояние, отдаленно, долго, продолжительно	synodal:candidate:435164394f884edb80daf843	synodal:candidate:e009de70330a2ce71cb47419	Acts.17.27	взыска́ти гдⷭ҇а, да понѐ ѡ҆сѧ́жꙋтъ є҆го̀ и҆ ѡ҆брѧ́щꙋтъ, ꙗ҆́кѡ не дале́че ѿ є҆ди́нагѡ коегѡ́ждо на́съ сꙋ́ща:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
71	85	великїй	вели́кїй	unknown	untyped	великий	synodal:candidate:eab90112cc97b257bfd09e51	synodal:candidate:b0d6cd02afc2146901ee8ad1	Amos.6.2	Мимоиди́те хала́нꙋ всѝ и҆ ви́дите, и҆ прейди́те ѿтꙋ́дꙋ во є҆ма́ѳъ вели́кїй и҆ сни́дите ѿтꙋ́дꙋ въ ге́ѳъ и҆ноплеме́нникѡвъ, крѣпча́йшыѧ ѿ всѣ́хъ ца́рствъ си́хъ, а҆́ще бо́льши сꙋ́ть предѣ́лы и҆́хъ предѣ̑лъ ва́шихъ;	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
72	85	єлїссей	є҆лїссе́й	unknown	untyped	Елисей	synodal:candidate:c03577f3d0b559a656126f41	synodal:candidate:eda3ee4f2394db8a821728ed	Composite.5.2	[г҃ ца́р 19:20] И҆ ѡ҆ста́ви є҆лїссе́й волы̀, и҆ течѐ в̾слѣ́дъ и҆лїѝ, и҆ речѐ: (молю̀ тѧ̀,) да ѡ҆блобыжꙋ̀ ѻ҆тца̀ моего̀ и҆ ма́терь мою̀, и҆ и҆дꙋ̀ в̾слѣ́дъ тебє̀. И҆ речѐ є҆мꙋ̀ и҆лїа̀: и҆дѝ, возврати́сѧ, ꙗ҆́кѡ сотвори́хъ тебѣ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
73	83	ѻтрокъ	ѻ҆́трокъ	unknown	untyped	подросток, отрок, юноша, мальчик, 2. потомок, 3. раб, слуга	synodal:candidate:c926c32dbdf08c90aed1e478	synodal:candidate:eee3a9e7443a1a18107f1dc5	Eccles.4.13	Бла́гъ ѻ҆́трокъ ни́щь и҆ мꙋ́дръ, па́че ста́ра царѧ̀ и҆ безꙋ́мна, и҆́же не разꙋмѣ̀ внима́ти є҆щѐ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
