candidate_id	decision	linked_lexeme_id	admitted_class	admitted_stem	gender	aspect	number_restriction	animacy	stem_alternants	principal_parts	accent_metadata	positional_metadata	abbreviation_metadata	normative_source	normative_citation	target_evidence	semantic_evidence	confidence_bp	assumptions	review_note
synodal:family-candidate:0fc7306fa276b795d5c26584	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.6,Acts.8.20		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:0fd100f15369306235b992da	deferred	synodal:noun:grad														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.27,Acts.7.58,Acts.8.5	synodal:candidate:8d5e3883cc3aa4dedac293a8,synodal:candidate:fea4fdbf8dea2ab432d286c6	2500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: multiple lexical identities or grammatical cells remain compatible. Corpus frequency and OCS dictionary candidates cannot resolve the target-recension ambiguity; all candidates must remain visible.
synodal:family-candidate:104c0f27836670d09087c7bc	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.5.15		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:10de9c6ce4c9b74fb39933bf	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.27		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:11220f4dafd7dd97b97a4461	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Dan.11.17 supplies a source-partition target-recension surface occurrence		1000	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces дще́рь. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:11254a7516055c113d485764	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Composite.3.8 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Deut.23.23 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Deut.4.40 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Ex.31.16 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces сохранѝ, сохранѧ́тъ, сохрани́ши, сохрани́тъ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:11614a6340cd55c46c979a84	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.7.11		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the target corpus establishes a recurring titlo or superscript surface, but semantic expansion, exact grammatical cells, required marks, and reversibility are not yet independently specified.
synodal:family-candidate:116df844dcc9a42a1823cf4b	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.16.2,Acts.16.20,Acts.8.23		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:117b83b4a83ba5776b3f8dcb	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Apoc.3.18	synodal:candidate:8eea7e2c73e4850cbe96b1e3,synodal:candidate:91c5632d6b85a0859359a812	2500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: multiple lexical identities or grammatical cells remain compatible. Independent target-recension identity and cell evidence is required before any alternative may enter Strict top-k.
synodal:family-candidate:1271cb150101e0728778c897	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.21,Acts.7.3,Acts.7.7,Apoc.20.7,Deut.20.1		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:128cc854195a3b714160ec23	admitted	synodal:noun:zhena	exact-typed-positional-cells	жен	feminine		plural	animate			final grave in both admitted direct plural cells	medial е→є only in the cited direct plural cells		alypy-gamanovich-grammar-web-2023	§§2, 39	ponomar-acts-8-12-zheny-nominative-plural,ponomar-acts-8-3-zheny-accusative-plural	sense:woman-wife	10000	The wide-є spelling is limited to the two independently typed plural cells; narrow-е genitive singular remains a separate exact surface.	Admitted as exact nominative and animate accusative plural positional variants of the existing fully classed жена identity, with legitimate homography preserved.
synodal:family-candidate:12902bae3cca6766152e8e5e	deferred	synodal:noun:tsar														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.21,Acts.7.10,Apoc.1.6,Dan.2.4	synodal:candidate:2e51fd21ac9f68994e524eba	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:12f663e92b52505ae44c42c0	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.6,Acts.16.15,Acts.2.6		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:14016d305fe7d5d4a44429c9	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.24	synodal:candidate:3f8ecb9192e1a4e02adcda09	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:149e6b45ae1f4092f680fb2d	admitted	synodal:noun:mesyats	first-mixed-ts-m	мѣсѧц	masculine		singular,dual,plural	inanimate	stable -ц stem; no mobile vowel		fixed acute on first stem vowel except exact genitive-plural kamora	mixed-ц nominal endings with exact -ей, zero, and -амъ variants	semantic contraction мѣсѧц-→мцⷭ҇- with typed exact cells	alypy-gamanovich-grammar-web-2023	§§3, 33–37	ponomar-amos-8-5-mesyats-nominative-singular,ponomar-baruch-1-2-mesyatsa-genitive-singular,ponomar-acts-7-20-mesyatsy-accusative-plural,ponomar-apoc-9-5-mesyatsei-genitive-plural	ponomar-sci-mesyats-semantic,sense:v13:noun:mesyats	10000	The contraction is lexical and cell-typed; no global substring rewrite or mark-insensitive normalization is admitted.	Admitted as the complete productive N1c month noun and its reviewed semantic contraction family after Alypy class rules, Polyakov's independently listed paradigm, locked SCI identity, and disjoint target cells were reconciled.
synodal:family-candidate:15245577607a1c19878eebd3	admitted	synodal:proper-noun:egipet	first-hard-m	єгѵпт	masculine		singular,dual,plural	inanimate	єгѵпет- exact citation edge; єгѵпт- productive oblique stem		fixed acute on ѵ with initial psili			alypy-gamanovich-grammar-web-2023	§§34–38	ponomar-acts-7-9-egipet-accusative-singular,ponomar-composite-6-10-egipta-genitive-singular,ponomar-acts-2-10-egipte-locative-singular,ponomar-acts-7-10-egiptom-instrumental-singular	ponomar-sci-egipet-semantic,sense:v16:proper-noun:egipet	10000	The fleeting-vowel citation edge remains exact; only the independently established oblique stem is productive.	Admitted the reviewed Egypt proper-name identity with exact citation cells and a complete hard-masculine oblique background.
synodal:family-candidate:15a7f96eafa891033de1c134	deferred	synodal:noun:zakon														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.15,Acts.13.39	synodal:candidate:dbd2a83da99e759fa88d4a4d	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:16e6c418d31a1f71fc1824cd	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.9.13 supplies a source-partition target-recension surface occurrence		1000	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces ѕла̑. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:187d6c153947627fc3eef15a	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.4.10,Apoc.19.15,Eph.6.11		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:1893aac040f4d101c7995197	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.13.23 supplies target-recension surface evidence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.4.11 supplies target-recension surface evidence		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: the target corpus establishes the marked surface, but semantic expansion, all compatible typed cells, exact combining-mark order, positional restrictions, and reverse-registry behavior are not jointly supported by independent target-recension evidence.
synodal:family-candidate:1ad993a4d6da138e507ddf38	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.29,Acts.7.42	synodal:candidate:98b0c48adbf549db874bf58c	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
