review_id	decision	route	family_id	lexeme_id	lemma	part_of_speech	surface	frequency	cell	semantic_evidence_id	morphology_evidence_id	target_evidence_id	evaluation_candidate_id	source_passage	evaluation_passage	predicted_unique_tokens	realized_unique_tokens	blocker	review_note
v06-exact-18657f236544fd79	admitted	source-typed-exact	v06-family-787893a8604e0d40	synodal:noun:grad	градъ	noun	градѡ́мъ	44	noun:instrumental:singular:inanimate		v06-ud-f1537773b44349b3	v06-target-a945a8acf442572b	synodal:candidate:45ce4516db6710b4e5bc9937	Acts.8.40	Acts.15.21	0	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1a1c91bd40c26893	admitted	source-typed-exact	v06-family-6c6404e0594aca17	synodal:noun:wikt-bcfe43fd2077	лице	noun	лица̑	127	noun:nominative:plural:animate	review:v03:bcfe43fd2077	v06-ud-29e18cae7d4dff29	v06-target-018a7d54abf0ac72	synodal:candidate:5a615ccba92f101b85455d82	Acts.10.34	Jas.2.1	0	127		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1a29185865cd5ef4	admitted	source-typed-exact	v06-family-de4747c8da3366ca	synodal:verb:wikt-076d1c8a0add	поставити	verb	поста́витъ	74	future:third:singular	review:v03:076d1c8a0add	v06-ud-ba1f220d62470c33	v06-target-f96b580f7c1d7c3d	synodal:candidate:8c7f08de26663df1866f70fc	Dan.11.11	I_Kings.8.12	74	74		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1b044d7b5080351f	admitted	source-typed-exact	v06-family-35da781dc038089e	synodal:noun:wikt-c5953940bb1d	нива	noun	ни́вы	46	noun:accusative:plural:inanimate	review:v03:c5953940bb1d	v06-ud-71502314ce988a5f	v06-target-0f14b361b95497f2	synodal:candidate:147a7ca38d84911c8f1f903f	Deut.16.13	Joel.1.11	46	46		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1b6627293dd3ed6e	admitted	source-typed-exact	v06-family-adccb12b159da3c6	synodal:verb:v06-55cc70e240bb7ee2	посълати	verb	по́сланъ	56	participle:past:passive:nominative:singular:masculine:any:short:positive	review:v06:55cc70e240bb7ee2	v06-ud-8098d46d12f17f92	v06-target-6a1843c1460f70dc	synodal:candidate:5616a6b80215cca803df7da8	Dan.10.11	III_Esdra.5.31	56	56		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1bbb80834ad2a9e3	admitted	source-typed-exact	v06-family-285db4d9f5ac217f	synodal:noun:wikt-1734c53f8298	корабль	noun	кораблѝ	86	noun:nominative:plural:inanimate	review:v03:1734c53f8298	v06-ud-2bff35fbc193699d	v06-target-63ca19e904edca12	synodal:candidate:9a72512cce67df6e5cad4a00	Acts.27.31	Lk.5.7	0	86		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1bfbe067a17bb733	admitted	source-typed-exact	v06-family-6b14127df1101eda	synodal:verb:wikt-16664aa52c77	стати	verb	ста̀	328	past:third:singular	review:v03:16664aa52c77	v06-ud-4f95ff9fa9c15c14	v06-target-7cbfd984e40b8f0a	synodal:candidate:e955ae1b7f2e4c984738e4e3	Acts.3.8	Dan.7.5	328	328		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1d265df2b6a0b2b3	admitted	source-typed-exact	v06-family-84c13e1a07c35cfa	synodal:verb:v06-a7b239a702ce4216	повелѣти	verb	повелѣ́хъ	51	past:first:singular	review:v06:a7b239a702ce4216	v06-ud-43d9ae886bae2324	v06-target-95108381cdcbc855	synodal:candidate:71b485cf6ab2057633ccde39	Acts.25.17	Deut.17.3	51	51		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1d8c3a190983b103	admitted	source-typed-exact	v06-family-b043c1bdb5717480	synodal:adjective:wikt-e406458f5df6	великъ	adjective	вели́ка	167	adjective:accusative:plural:neuter:inanimate:short:positive	review:v03:e406458f5df6	v06-ud-75e5de270ab6a09c	v06-target-45d66237903a3c54	synodal:candidate:dc09466a3d2a03f869e692b3	Acts.5.36	Apoc.8.8	167	167		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1eeda162c8a0ce36	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́зѣ	101	adjective:locative:singular:feminine:any:short:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-82b5bafcb2efd20d	v06-target-8c8e5ae259d6dc04	synodal:candidate:9dcce6106a31d6451b8dad99	Acts.26.29	Acts.20.9	101	101		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-1f8c6c79b9f4ce76	admitted	source-typed-exact	v06-family-a4d9a84ce49cfa1d	synodal:noun:wikt-2d68e170f796	страсть	noun	стра́сѣ	48	noun:locative:singular:inanimate	review:v03:2d68e170f796	v06-ud-f292b874f79a3a17	v06-target-a107e3c2ac940b2a	synodal:candidate:bd83abd74b6c5486085ffdaf	Acts.9.31	III_Esdra.4.24	48	48		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-20618ccd77fc86bd	admitted	source-typed-exact	v06-family-4b27648b04f9ba4a	synodal:noun:wikt-f3833c75403b	риза	noun	ри́зы	64	noun:nominative:plural:inanimate	review:v03:f3833c75403b	v06-ud-10b907407e195775	v06-target-33f8b09223810d42	synodal:candidate:81886dc5d70854508485ee4b	Baruch.4.20	Ex.28.15	0	64		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-206a4cdecc4a38cd	admitted	source-typed-exact	v06-family-739e69c2a7ce5df8	synodal:verb:v06-bba31c88723cae5c	жити	verb	живѝ	124	past:third:singular	review:v06:bba31c88723cae5c	v06-ud-734af84a8a686d94	v06-target-c99c74b3159d5419	synodal:candidate:3b2dafd77925ca7849aea552	Amos.7.12	Dan.6.21	0	124		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-228dbb9a4fc0132b	admitted	source-typed-exact	v06-family-41f98d2fcef64207	synodal:adjective:wikt-a9cef2fd54e7	благъ	adjective	блага̀	54	adjective:genitive:singular:neuter:any:short:positive	review:v03:a9cef2fd54e7	v06-ud-8ff89b92bfb1d160	v06-target-5bfb6d057eeadcc3	synodal:candidate:bd97f1d67104556270563d76	Deut.1.25	Judith.11.23	0	54		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-23ced3ce98e7691b	admitted	source-typed-exact	v06-family-3beb06d771228bb8	synodal:noun:v06-7e1f8ebc46490213	брьниѥ	noun	бре́нїе	46	noun:accusative:singular:inanimate	review:v06:7e1f8ebc46490213	v06-ud-6e0a2d15799d4b1e	v06-target-995a4586c8403a99	synodal:candidate:838bf99d11b6986f8903bac6	Isa.41.25	Gen.11.3	46	46		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-25d34052baeaf4ee	admitted	source-typed-exact	v06-family-2caac33a37adf878	synodal:verb:wikt-332544509d0c	принести	verb	принесѐ	137	past:second:singular	review:v03:332544509d0c	v06-ud-22a87c26bbce5129	v06-target-14adb22d9694a582	synodal:candidate:56181a3ad7f1282100eb2ddd	Acts.4.37	Ex.32.6	137	137		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-26645d87f5b1354d	admitted	source-typed-exact	v06-family-8a49239f954cb0de	synodal:noun:wikt-d9b72ee49d72	миръ	noun	мі́ръ	157	noun:accusative:singular:inanimate	review:v03:d9b72ee49d72	v06-ud-d99a0b458f4d3fdb	v06-target-14a8b5d11b52a7d8	synodal:candidate:40a8aef86ec8b97d2c34c586	Acts.17.24	Heb.10.5	157	157		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-27ba63157f396bde	admitted	source-typed-exact	v06-family-81964da4aaa10eb4	synodal:verb:wikt-cab2350c2b15	вѣровати	verb	вѣ́рова	47	past:third:singular	review:v03:cab2350c2b15	v06-ud-f4114dee389022c0	v06-target-86f8375ca25beb8f	synodal:candidate:554a4048ed083a8286d2cb5a	Acts.8.13	Acts.13.12	0	47		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-287a7e3e01b56d1f	admitted	source-typed-exact	v06-family-11e893419bfce701	synodal:noun:v06-12a8217f518604ae	коньць	noun	коне́цъ	220	noun:accusative:singular:inanimate	review:v06:12a8217f518604ae	v06-ud-4028b55854815321	v06-target-c592774169f1be72	synodal:candidate:5449c39e0a3437fd3d112ee8	Amos.8.7	Amos.8.2	220	220		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-299cc6ee3b500aec	admitted	source-typed-exact	v06-family-30f1c0ca194143b7	synodal:verb:v06-c8b75d2f425c16e5	мощи	verb	мо́жетъ	247	present:third:singular	review:v06:c8b75d2f425c16e5	v06-ud-b7578019575c891d	v06-target-21f56fbf9500af3a	synodal:candidate:0c135f2de33dc25c252ea9ac	Acts.10.47	III_Esdra.5.44	247	247		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-29ab63299708d734	admitted	source-typed-exact	v06-family-50030942b83fea71	synodal:verb:wikt-e00c0a63fc09	нарещи	verb	наречѐ	142	past:second:singular	review:v03:e00c0a63fc09	v06-ud-b8540d4064bedf07	v06-target-1781ea977a9fbede	synodal:candidate:cb5894998908f71b3848a0fb	Dan.5.12	Ex.2.22	142	142		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-29aef8dd04b3694c	admitted	source-typed-exact	v06-family-d923543dfd3f32db	synodal:proper-noun:wikt-b63b03d40852	сїѡнъ	proper-noun	сїѡ́нѣ	78	noun:locative:singular:animate	review:v03:b63b03d40852	v06-ud-e7818acc8a171714	v06-target-e07af0b17a9db525	synodal:candidate:31e22946742398ccb5715616	III_Esdra.6.4	Isa.4.3	78	78		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-29b870dbecaf8434	admitted	source-typed-exact	v06-family-4ba4ee2693367d56	synodal:noun:wikt-5e7decaf3d4a	стадо	noun	стада̀	76	noun:nominative:plural:inanimate	review:v03:5e7decaf3d4a	v06-ud-8573ee63ff998314	v06-target-987657dd7d5cf0e1	synodal:candidate:5bd51e1737c0b094079cde53	Deut.7.13	Deut.28.4	0	76		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2a72cf6f7b06fa81	admitted	source-typed-exact	v06-family-045b58d82ab20fa4	synodal:numeral:wikt-42c5d78bab14	пѧть	numeral	пѧтѝ	150	numeral:cardinal:dative:singular:feminine:any	review:v03:42c5d78bab14	v06-ud-a5f4a83e183ded5a	v06-target-bd73e0692b85c87d	synodal:candidate:ad1074bc374dabe3ceafb553	Deut.10.22	Acts.20.6	150	150		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2ac7131b3d75bffb	admitted	source-typed-exact	v06-family-739e69c2a7ce5df8	synodal:verb:v06-bba31c88723cae5c	жити	verb	жи́ти	154	infinitive	review:v06:bba31c88723cae5c	v06-ud-d2f5ac6fd07f3b49	v06-target-3dcea43dcb1ac633	synodal:candidate:cfa812e457e037443e88c06a	Acts.22.22	Acts.17.26	154	154		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2b01c52cf32cfd85	admitted	source-typed-exact	v06-family-6afd5836abd2d2e9	synodal:noun:wikt-34a97d0572e7	болѣзнь	noun	бѡлѣ́зни	76	noun:genitive:plural:inanimate	review:v03:34a97d0572e7	v06-ud-6f037a493da4401a	v06-target-c271a238dead0876	synodal:candidate:7ccfabf5a97a618ef95686b7	Acts.2.24	Ex.15.14	0	76		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2b4c366d978ef18f	admitted	source-typed-exact	v06-family-5834074ba8eb0f6a	synodal:noun:v06-54edb72ddb014dda	вѡинъ	noun	Во́ини	61	noun:nominative:plural:animate	review:v06:54edb72ddb014dda	v06-ud-f4e05e907900bc30	v06-target-1fdfac3020ef6a4a	synodal:candidate:7550e65c4b130c73debd6c88	Acts.23.31	IV_Kings.13.20	61	61		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2b60f46e88d4822a	admitted	source-typed-exact	v06-family-8228b64af2bf5be8	synodal:verb:wikt-2dc4ff592b84	родити	verb	родѝ	677	past:third:singular	review:v03:2dc4ff592b84	v06-ud-10330065dcbaf71c	v06-target-93b905414744d957	synodal:candidate:84c795b881f262a3886ac46f	Apoc.12.5	Acts.7.8	677	677		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2b9a07e5555b7b15	admitted	source-typed-exact	v06-family-6299df61d679a844	synodal:verb:v06-8673185ecc70a12e	прїѧти	verb	прїѧ̀	40	past:third:singular	review:v06:8673185ecc70a12e	v06-ud-7bcc659d5e99ebaa	v06-target-0b71957c7a301bf0	synodal:candidate:af1755f9ca577ce0b5522013	Dan.5.31	II_Esdra.4.61	0	40		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-2d9b6480bf814e1f	admitted	source-typed-exact	v06-family-82593107f7085b2c	synodal:noun:wikt-63d3fffebc66	крило	noun	крилѣ̑	50	noun:nominative:dual:inanimate	review:v03:63d3fffebc66	v06-ud-8d2a1add6be7b2db	v06-target-84948b6b474e1b4e	synodal:candidate:91379f293da5f1cf3f720ce0	Dan.7.4	Deut.32.11	0	50		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
